source_word,target_word,pos,page_number
smoke; have.smoke,sèbu,vi.,20
smooth,milu,adj.,20
snail,kabalosi,n.,20
snail,kapui,n.,20
snake,mege,n.,20
snap,jèke,v.,20
sneeze,bènyi,vi.,20
snot,marènga,n.,20
so,de,Cnj.,20
so,j'aj'i,Cnj.,20
soak,edhe,v.,20
soap,cabu,n.,20
soft,mako,adj.,20
softly,mau-mau,adv.,20
sole,ai.j'èla,n.,20
sole of foot,j'èla,n.,20
soon,poka-poka,v.,20
sorest,rarii,vi.,20
sorghum,tarae,n.,20
sort,kanici,vt.,20
sort through,raroo,v.,20
so.that,ho,cnj.,20
so.that,sèna,cnj.,20
soul; spirit,manadu,n.,20
sound,lii,n.,20
sound,pagèro,n.,20
sound of thunder,dhèru-dhèru,adj,21
sour,salag'i,n,21
south,balèu,n,21
sow,cebe,v,21
sow,lalobhu,v,21
space between joints,kahècu,n,21
span,eèg'a,n,21
span,èèg'a,n,21
spatter,kaceba,vi,21
spatter,karèce,vi,21
speak,padhae,vi,21
speak,padhai,vt,21
spear,kapoke,n,21
spear,tèbu,v,21
spider,marake,n,21
spill,bhori,v,21
spin,manyèru,v,21
spin,salai,v,21
spit,paru'e,vi,21
spittle,ilu,n,21
splatter; splash,pici,v,21
spontanously,dènge,adv,21
spoon,curu,n,21
spread,cebe,v,21
spread,manyèba,vi,21
spread,lalobhu,vt,21
spread-eagle,tarenga,v,21
sprinkle,tatee,vt,21
spurt,sabhuu,v,21
spy,ma'u,vt,21
spy,patig'i,vt,21
squeeze,g'ag'aru,vt,21
squeeze,g'aru,vt,21
squid,kanuu,n,21
stab,kèj'i,vt,21
stable,oka,n,21
stack,paloko,adv,21
staggered (walk),eko-eko,adv,21
stair,langa,n,21
stalk,ii,n,21
stand,titu,vi,21
stand patiently,dhii-dhii,adv,21
stand steadily,dhoo-dhoo,adv,21
star,hua hètu,n,21
starfish,gage,n,21
startled,cag'ag'a,vi,21
state of dead,gaa-gaa,n,21
stay,kuhu,vi,21
stay,pea,vi,21
stay up,beke,vi,21
steel,waja,n,21
steer,uli,n,21
stem,laa,n,21
stem of canoe's bow,sela,n,21
stem (of leaf),èpa,n,21
stem of palm leaf,èpa bau,n,21
step,pèg,v,21
step,pasèja,vt,21
step on,j'èje,v,21
step on,j'èli,vt,21
stick,bhare,n,21
stick,cèki,n,21
stick,laa,n,21
stick,lui,vt,21
still,era,adv,21
still,lili,adv,21
stingy,rodho,v,21
stir,kakeho,vt,21
stone,hadhu,n,21
stone fence,tèdhe,n,21
stop,tèja,Qnt,21
stop,ae,v,21
stop by; visit,dhuli,vi,21
"stop, divorce",ia,v,21
storage,tatèka,n,21
store; catch.up,tanae,v,21
storm,sagu,vi,21
straight,mola,adj,21
strap,cabili,vt,21
strike,babèke,v,21
strike,kalabhe,vt,21
strike; hit,paru,v,21
stroke,salai,v,21
strong,kadhii,v,21
strong,èra,vi,21
stuck,gitu-gitu,adv,21
stuck,lose,vi,21
stuck up,kajape,v,22
stupid; fatuous,goa,adj,22
substitute,gati,v,22
suddenly,cakalaa,adv,22
suddenly,kabèdhi la'a,adv,22
suddenly,kaca'alaa,adv,22
suddenly,kèbalaa,adv,22
suddenly,sahèka,adv,22
sugar cane,dhèbu,n,22
sugar palm,bole,n,22
summer,Hadhu lai,n,22
summer,hèru hadhu,n,22
sunbathe,manyiru,vi,22
supine,hara-hara,adv,22
support,j'èru,vt,22
surround,oke,vt,22
swallow,dhèle,vt,22
sway,hedu-hedu,vi,22
swear,dhoo,vi,22
swear,subha,vi,22
sweat,kabhèsu,adj,22
sweep,saku,vt,22
sweet,kee,adj,22
sweet potato,sihu loro,n,22
swim,nangi,v,22
swollen,bai,v,22
table,mei,n,22
taboo,luri,vi,22
tag,ku,PART,22
tag,to,tag,22
tail,hèla lai,n,22
tail,rèu lai,n,22
take,nare,v,22
"take care, serve",lalu,v,22
take leave,palango,vi,22
take out,tao.eele,v,22
take out from weaving tool,salake,vt,22
take,kore,vt,22
take,more,vt,22
take,nare,vt,22
take,ngare,vt,22
take,tare,vt,22
take,rara,vt,22
take.apart,bèdi,vt,22
take.out,dhèko,vt,22
tangled,kahèlu,vi,22
tap.lontar,èta,vt,22
tap palm,kèri,vt,22
taste,katède,v,22
taste,ngao,vt,22
tasteless,nèta,n,22
"teach, study, learn",aj'a,v,22
teacher,mese,n,22
tear,ciu,vt,22
telescope,dino,v,22
tell,peka,vi,22
tell a story,lole,vt,22
temple service,kasasi,v,22
tens,nguru,num,22
thanksgiving feast,ringi,v,22
that,nèi,Deic,22
that,ea,deic,22
that big,sangae,adv,22
"that, just now",kèna,adv,22
Timor,Sona.Ba'i,n,22
then,èle ka,cnj,22
then,hèia,cnj,22
then,ho,cnj,22
these,se'e,Deic,22
they; PL,rèngu,pro,22
they(clitic),ra,pro,22
thick,kapulu,adj,22
thick,ma'aa,adj,22
thin,manii,adj,22
thing; good,mèdha,n,22
think,ngee,vi,22
third,katèlu,num,22
this,nenga,deic,22
thorn,dhudhu,n,22
those,sèi (REM.SG),Deic,22
those,sèra (REM.PL),Deic,22
thousand,riho,num.,23
thread,hèngu,n.,23
three,tèlu,num.,23
throw,core,vt.,23
throw,pèci,vt.,23
throw out s.t.,cu'i,vi.,23
throw with stick,kahero,vt.,23
thunder,d'oro,n.,23
tidy up,jingi,v.,23
tie,èki,vt.,23
tiger,meoaasu,n.,23
tighten,taki,vt.,23
tight,taki,vi.,23
time span,patènge,vi.,23
tin,balee,n.,23
tiny,iiki,adj.,23
tip,kabholo,n.,23
tip,suu,n.,23
tip,kolo,n.,23
descent,kolo,n.,23
to,asa,prep.,23
to be offended,pasaree,v.,23
to corner,katate,v.,23
to insert the weaving stick,dede ose,v.,23
to filter rice,naniru,v.,23
to have cock fight,pahua,v.,23
to hook,ga'e,vt.,23
to lift,j'oka,vt.,23
to make s.t. fall down,patahoi,vi.,23
to put tobacco between lips,cag'ig'i,v.,23
to scratch,kao,vt.,23
to row,kao,vt.,23
to stitch together,late,vt.,23
to,ma,prep.,23
toward,ma,PART.,23
to wag,lalète,vt.,23
tobacco,na'i,n.,23
to boil,taroto,vt.,23
to clean,sae,v.,23
to cool,cuhi,vt.,23
today,doe ne'e,n.,23
to filter,saroto,vt.,23
to fish,ceba,v.,23
throw,ceba,v.,23
tomatto,matabai,n.,23
tomorrow,bèli,n.,23
k.o.fruit,bèli,n.,23
too clean,aadha-aadha,adv.,23
too grey,ti'a-ti'a,adv.,23
too (little),oode,adv.,23
too (long),lola-lola,adv.,23
too many (people),ele ruhu,adv.,23
too muddy,bhète-bhète,adv.,23
slimy,bhète-bhète,adv.,23
too (thick),haki-haki,adv.,23
too (thin),bedo-bedo (),adv.,23
too (thin),bhedo-behedo,adv.,23
too green,bidhu-bidhu,adv.,23
tool,nanèu,n.,23
tool,rèka,n.,23
tools,rog'a₁,n.,23
too many,ele.madha,n.,23
too overflow,gari-gari,v.,23
too red,gèu-gèu,adv.,23
too smell,hèu.oone-oone,n.,23
too soundly,goo-goo,adv.,23
tooth,ngutu,n.,23
too white,lao-lao,adv.,23
too yellow,moce-moce,adv.,23
too yellow,mu'e-mu'e,adv.,23
top,kolo,n.,23
to roof,boro,vt.,23
to span,eèg'e,v.,23
to span,èèg'e,vi.,23
toss,core,vt.,23
to stick,pae,v.,23
touch,g'ag'e,vt.,23
touch,katèdhe,vt.,23
touch,jèji,v.,23
pound,jèji,v.,23
toward,mi₁,prep.,23
trade,daga,vt.,23
traditional wedding,beg'a kabho,v.,23
trap,paje,v.,23
trap,taja,v.,23
trapped,luu,vi.,23
sound,luu,vi.,23
tree's foot,kapua,n.,23
tribe,udhu-rasa,n.,23
troubled,carui,n.,23
trouser,baru,n.,23
trunk,kapua,n.,23
try,sèku,v.,23
measure,sèku,v.,23
tuft,huru.madha,n.,23
tuna fish,i'a mabho,n.,23
turmeric,ka'unyi,n.,24
turn,bari₁,v.,24
turn,kabèli,v.,24
turn,pode,vt.,24
turn over,pangèd'u,vt.,24
turning,eo-eo,adv.,24
turning back,sasigo,n.,24
turn over; upside-down,sagèbe,v.,24
turn.s.o.head,kabiba,vi.,24
turtle,ènyu,n.,24
turtle,goa-dano,n.,24
tusk,èli,n.,24
twinkle,cèba-cèba,vi.,24
twist,kalèki,v.,24
twist,karadhe,vt.,24
two,dua,num.,24
uhm,ee,Interj.,24
uncle,to'o,n.,24
uncooked rice,laludhu,n.,24
undo,lècu,vt.,24
"unfold, spread",hèle,v.,24
unhasked rice,madhaa,n.,24
unit,bua₂,n.,24
unmature.fruit; young,kalicu,n.,24
unripe,mamadha,n.,24
until,kore,cnj.,24
until,toke,prep.,24
until,nare₁,vt.,24
until; reach; arrive,dai,vi.,24
upraised,ngede-ngede,v.,24
ups-down,pasoa,v.,24
use; wear,pake,vt.,24
very,ae₁,adv.,24
very,bia,adv.,24
very big,kabhao,n.,24
very (full),idhu-idhu,adv.,24
very.confused,maloha,vi.,24
via; through,re,vi.,24
visit,ngad'o,vt.,24
voice,lii,n.,24
vomit,mèdhu₂,v.,24
waist,kolo keja,n.,24
wait,mate,vi.,24
wait,mata,vt.,24
wake up; surprise,kabèdhi,adv.,24
walk,kako,vi.,24
walk at the beach,oro₂,vt.,24
walking staff,tatea,n.,24
wander,pajo,v.,24
want,ro'o,vt.,24
want,ko'o,vt.,24
want,mo'o,vt.,24
want,no'o,vt.,24
want,to'o,vt.,24
want,ro'o,vt.,24
wao,irii,EXCL.,24
war,musu,n,25
war,musu,v,25
wash,basa,adj,25
wash,lèu,v,25
wash,base,vt,25
wash,rase,vt,25
"wash face, pointed",riu,v,25
water,èi,n,25
water,bui,n,25
water,bui,vt,25
water buffalo,kabao,n,25
watermelon,hua dhimu,n,25
we (clitic),mi₂,pro,25
we (EXCL.),ji'i,pro,25
we (incl.),èdhi,pro,25
we (incl.clitic),ti,pro,25
"weak, molten",roe,v,25
wean,paluri,v,25
wean,sabhi,vt,25
wear,inu,v,25
wear,silu,v,25
"wear, dress.up",nèu₂,vt,25
wear; input,pasaluu,vt,25
weave,manènu,vt,25
weave,tèti,vt,25
weaving motif,hua,n,25
weaving sword,pasèdhu,n,25
weaving tool,sasèdhu,n,25
weaving tool,tatèku,n,25
week,migu,n,25
weeping,hoi,n,25
weighing,tai,v,25
weight,huri,n,25
weight,kadhike,n,25
welcome,sabhu,v,25
welcome,soru,v,25
welcome,sapo,vt,25
well,èi,n,25
west,haa₁,n,25
western people,hiladha,n,25
wet,basa,adj,25
what,ngaa,Qw,25
when,lod'o,cnj,25
when,ropa,cnj,25
where,mia,Qw,25
whereas,ngaa te,cnj,25
while walking,oro-oro,adv,25
whimper; whine,pasale,vi,25
whirligig,pio,n,25
whisper,paholo,v,25
whistle,sasoo,vi,25
white,pudhi,adj,25
white pepper,lada,n,25
whittle,pamariu,vt,25
who,cee,Qw,25
wicked,sobhu,v,25
wickedness,babhelu,n,25
wickedness; evil,katuba,n,25
wide,bhèla,adj,25
width,kabhèla,n,25
wild,bhelu,adj,25
wild,hui₁,v,25
wind,ngèlu,n,25
wing,èla,n,25
wink,ate,v,25
wipe; caress,caro,vt,25
witch,uku.kedi,n,25
with,tao,vt,25
with,tao,adv,25
"with, and",dènge,cnj,25
"withdraw, take out",bete,v,25
withered,kamale,vi,25
wobbling,eeko-eeko,adv,25
woman,bhèni,n,25
woman's sarong,rabhi,n,25
womb,dèlu,n,25
women belt,peni,n,25
wonder; amazed,malaa,v,25
wooden box,kele,n,25
wooden couch,kalaga,n,25
wooden stick,dèbo,n,25
wooden.mallet,rena paru,n,25
Word of God,holonori,n,25
work,saba,v,25
work,tao,vt,25
worm,kalati,n,25
worship,sogo.tagu,n,25
worship,paee'a,vt,25
wound,hisu,n,25
wow,boo,PART,25
wrap,hutu,vt,25
wrap,rapi,vt,25
wrapped,hahilu,vt,25
wrinkle,kakulu,adj,26
write,suri,vt,26
wrong,sala,adj,26
wrong,sale,vi,26
yarn roller,kadea,n,26
year,tèu,n,26
yell,pa'oo,vt,26
yellow,karara,adj,26
yes,ya,Interj,26
yesterday,meda,n,26
you (PL),miu,pro,26
you (clitic),mu,pro,26
you (SG),èu,pro,26
young,ngèru,adj,26
younger sibling,ari,n,26
