source_word,target_word,pos,page_number
mau tidak mau (dia),no'o do no'o boe èèna ka,idiom,20
mau tidak mau (kami),ngo'o do ngo'o boe èèna ka,idiom,20
"mau tidak mau (kamu, kalian)",mo'o do mo'o boe èèna ka,idiom,20
mau tidak mau (kita),to'o do to'o boe èèna ka,idiom,20
mau tidak mau (mereka),ro'o do ro'o boe èèna ka,idiom,20
mau tidak mau (saya),ko'o do ko'o boe èèna ka,idiom,20
meja,mei,noun,20
melalui,re,preposition,20
melukai,panu'a,verb,20
melukai,panu'e,verb,20
memang,mema,particle,20
memberi makan,panga'a,verb,20
membuat kesalahan,tasala,verb,20
membuat tertawa,pamari,verb,20
memelihara waktu sakit,pad'elo dara hua iia,verb,20
memihak,ree,verb,20
memper-,pa-,prefix,20
memperkuat,pakadhii,verb,20
memperkuat,pa'èra,verb,20
memperlihatkan,padelo,verb,20
memperlihatkan,pad'elo,verb,20
mempersingkat,pabab'e,verb,20
menang,segi,verb,20
menari,roge,verb,20
mendampingi,bera-bera,verb,20
mendetail,lutu-sela,idiom,20
mengajar,aj'a,verb,20
mengaku,mangaku,verb,20
mengaku salah,bhoke sasala,verb,20
mengandung,babia,noun,20
mengantuk,musi madha sakaa,idiom,20
mengelolah,pa'uri,verb,20
mengelolah,uri,verb,20
mengerti,ne'a,verb,20
mengkilat,lo'a-lo'a,adverb,20
menguek keras,pakii aae,verb,20
meninggal,madhe,verb,20
menurut,aku,preposition,20
menurut,madhutu,verb,20
menyangkal,pasili,verb,20
menyusahkan,paj'èra,verb,21
miring,kapengo,verb,21
miring,sagoto,verb,21
merah,mea,adjective,21
mereka,ra,pronoun,21
mereka,ra-,pronoun,21
mereka,rèngu,pronoun,21
mereka,si,pronoun,21
mereka,-si,pronoun,21
mohon,manèngi,verb,21
mohon,manèngi-mangaj'i,verb,21
merontak,parui,verb,21
mohonan,lii roma iisi,noun,21
merpati,koro,noun,21
muat,hua,verb,21
merpati,koro j'aha,noun,21
muat,hue,verb,21
"merpati, burung",koro èi ci'u,noun,21
muda,ngèru,adjective,21
mesjid,èmu,noun,21
mujur,mèngi,adjective,21
muka,madha,noun,21
muka,rèhu,noun,21
muka,rohu,noun,21
meskipun,masi ka,conjunction,21
mulai bekerja,bhoke sasab'a,verb,21
mesti,hudi,particle,21
mesti,hud'i,particle,21
mulai (bicara),j'oka,verb,21
milik,unu,verb,21
"mulia, ter-",hua iia,conjunction,21
mimpi,tanila,noun,21
mulut,hèb'a,noun,21
mimpi,nii,verb,21
muncul,bhodho,verb,21
minggu,migu,noun,21
muncul,sub'u,verb,21
minta,manèngi,verb,21
mundur,hari kabodho,verb,21
minta,manèngi-mangaj'i,verb,21
muntah,mèdhu,verb,21
minta diri,palangu,verb,21
minta diri,palangu lii,verb,21
musim,hèru,noun,21
minta nikah,tenge dhèu,idiom,21
musim dingin,hèru pacuhi,noun,21
minum,ninu,verb,21
musim hujan,hèru èj'i lai,noun,21
minyak,mènyi,noun,21
musim ombak,hèru dhasi aae,noun,21
minyak kelapa,èi lèngi,noun,21
musim panas,hèru hadhu,noun,21
minyak tanah,èi mènyi rai,noun,21
musim panas,hèru sagoro,noun,21
musim panen,hèru puu-g'ètu,noun,21
musim tanam,hèru sèla,noun,21
nafas,a'ae.,noun,22
naik,ca'e.,verb,22
nakal,laka;,verb,22
nakal,palaka.,adjective,22
nama,ngara;,noun,22
nama,kolongara.,noun,22
namakan,pangare.,verb,22
namun,masi ka.,conjunction,22
nanti,pe.,conjunction,22
narasi,lii lolo.,noun,22
nasehat,lii holo nori;,noun,22
nasehat,nanori.,noun,22
nasehati,holo;,verb,22
nasehati,kai.,verb,22
nasi,kau.,noun,22
nasib,kalua.,noun,22
naung,mamaho.,noun,22
negeri,rai.,noun,22
nelayan,ana dhasi.,noun,22
nenek,bèi.,noun,22
nenek-moyang,bèi-baki.,noun,22
nikah,madhèdi;,verb,22
nikah,paleo.,verb,22
nilai,kabua.,noun,22
-nya,na.,pronoun,22
nyala,heo;,verb,22
nyala,saraa.,verb,22
nyalakan,suru.,verb,22
nyamuk,ob'a.,noun,22
nyanyi,soda.,verb,22
nyenyak,luu.,verb,22
obat,na'i;,noun,22
obat,èi na'i.,noun,22
oleh karena itu,nèti èèna ka.,conjunction,22
oleh sebab itu,nèti èèna ka.,conjunction,22
oleskan,pakose.,verb,22
olok-olok,ke'e-ke'e.,adverb,22
om,to'o.,noun,22
ombak,naha.,noun,22
omong kosong,monya;,verb,22
omong kosong,obho.,verb,22
omongan,lii padhai lii.,noun,22
orang,ana;,noun,22
orang,dhèu.,noun,22
orang banyak,dhèu ae.,noun,22
orang kasian,dhèu dhu dènge boe unu.,noun,22
orang Kristen,dhèu sarani.,noun,22
orang mati,dhèu madhe;,noun,22
orang mati,nidhu.,noun,22
orang miskin,dhèu dhu dènge boe unu.,noun,22
orang percaya,dhèu sarani.,noun,22
orang suruhan,dhèu pajuu-paleha,noun,22
orang tua,dhèu heka;,noun,22
orang tua,ina-ama.,noun,22
otak,kahadhu.,noun,22
pada,ètu,preposition,23
pada,tu,preposition,23
pada suatu hari,ca lodo hari,temporal,23
pada waktu,rapa,conjunction,23
pada waktu,ropa,conjunction,23
padang,mamoo,noun,23
padang,pada,noun,23
padang,pad'a,noun,23
padang gurun,pad'a sod'a,noun,23
padi,are,noun,23
pagar batu,tedhe,noun,23
pagari,pa'oke,verb,23
pagi,madae,noun,23
paha,haree,noun,23
paham,ne'a,verb,23
pahat,papaa,noun,23
pahat,pae,verb,23
pajak,bea,noun,23
pakai,pake,verb,23
pakaian,mèdha papake,noun,23
pakaian,papake,noun,23
paksa,seti,verb,23
paksa,laka-seti,verb,23
paksa,pakaseti,verb,23
paksa,palaka,verb,23
palang,palèbha,verb,23
palka,rao,noun,23
palka,roa,noun,23
palu,ana pèci,noun,23
pamali,luri,verb,23
pamali,laluri,adjective,23
paman,to'o,noun,23
pamit,palangu,verb,23
panah,palangu lii,verb,23
panah,kataki,noun,23
panas,pana,adjective,23
panas,sagoro,adjective,23
panas,sag'oro,adjective,23
panas sekali,pana-magoro,adjective,23
pancing,malebha,verb,23
pandang,ladhe,verb,23
pandangan,laladhe,noun,23
panen,puu-g'ètu,verb,23
panggang,paga,verb,23
panggang badan,manyiru,verb,23
panggil,pa'oo-parodha,verb,23
panggil,rodhe,verb,23
panggil,pa'oo,verb,23
panggil,paroa,verb,23
panggil,paroe,verb,23
pangkal,kolo-kapua,idiom,23
paniki,ni'i,noun,23
panjak,c'e',verb,23
panjang,madhera,adjective,23
pantai,sebhe dhasi,noun,23
pantas,nia,quantifier,23
pantun,hini,noun,23
papan,papa,noun,23
parang,hela,noun,23
paru-paru,haa,noun,23
pas,lèke,verb,23
pasang,dhasi joro,noun,23
pasang perangkap,paje,verb,23
pasar,era pahia-pahèli,noun,23
pasar,pasa,noun,23
pasir,salae,noun,23
pecah,mae,verb,23
pecah,masèke,verb,23
pecek,lub'u,noun,24
pedang,samala,noun,24
pegang,nèd'u,verb,24
pegang,kadhèi,verb,24
pegang,kèpe,verb,24
pekerjaan,sasab'a,noun,24
pel,èi na'i,noun,24
pelabuhan,hèb'a-namo,noun,24
pelangi,saroo,noun,24
pelan-pelan,mau-mau,adverb,24
pelayan,ana paleha,noun,24
pelayan,dhèu pajuu-paleha,noun,24
pelepah,èpa,noun,24
pelihara,ladhe-leru,verb,24
pelihara (binatang),ani,verb,24
peluang,lake,noun,24
peluang,lake mere,noun,24
peluh,kabhèsu,noun,24
peluk,liku,verb,24
pelupa,bhabhèlu,noun,24
pembantu,ana paleha,noun,24
pembantu,ana tai,noun,24
pembantu,ana pajuu,noun,24
pembantu,dhèu pajuu-paleha,noun,24
pembawa pesan,ana paj'uu-paleha,noun,24
pemberani,dhèu bani,noun,24
pemberita,ana paj'uu-paleha,noun,24
pembicaraan,lii padhai lii,noun,24
pemerintah,paredha,noun,24
pemerintahan,paredha,noun,24
pemilik,lamatua,noun,24
pemimpin,kètu,noun,24
"pencar, ter-",paj'ala,verb,24
pencerita,tuka tenge lii,noun,24
pencerita,tuka togo lii,noun,24
pencobaan,dadugu,noun,24
pencobaan,dadugu-rariu,noun,24
pendapat,a'abhu,noun,24
pendapat,dadèi,noun,24
pendapat,ngangee,noun,24
pendayung,tatuku,noun,24
pendek,bab'a,adjective,24
"pendek, memper-",pab'ab'e,verb,24
pendekkan,pabab'e,verb,24
penderitaan,j'aj'èra,noun,24
penderitaan,sasusa,noun,24
pendeta,panita,noun,24
pengacara,tuka parisa lii langu,noun,24
pengadu,tuka tenge lii,noun,24
pengadu,tuka togo lii,noun,24
pengajaran,a'aj'a,noun,24
pengajaran,nanori,noun,24
pengapit,ngangapi,noun,24
pengemban tugas,ana paj'uu-paleha,noun,24
pengetahuan,kake'a,noun,24
pengetahuan,mame'a,noun,24
pengetahuan,nane'a,noun,24
pengetahuan,ngange'a,noun,24
pengetahuan,rare'a,noun,24
pengetahuan,tate'a,noun,24
pengharapan,sanao,noun,24
pengharapan,maena,verb,24
penghargaan,maena,verb,24
pengikir,rarodho,noun,24
pengikut,ana madhutu,noun,24
pengkhayal,nanèdhi,noun,24
pengkhayal,tanila,noun,24
penglihatan,laladhe,noun,25
penglihatan,nanèdhi,noun,25
penglihatan,tanila,noun,25
penjara,bèdho,noun,25
penting,kapai,adjective,25
penuhi,papènu,verb,25
penutup,bèdho,noun,25
penyair,dhèu ne'a hini,noun,25
penyakit,papèda,noun,25
pepaya,lolobangi,noun,25
perahu,koha,noun,25
perahu,rao,noun,25
perahu,roa,noun,25
perahu kecil,ana kènii,noun,25
perak,pudhi,adjective,25
perampok,parapo,noun,25
peraturan,atora,noun,25
perawat,dhèu pake na'i,noun,25
perayaan,kalela,noun,25
perbaiki,lalau,verb,25
perbaiki,lalau-lalo'o,verb,25
perbaiki,lalau-lo'o,verb,25
perbaiki,pabe'a,verb,25
perbuatan,ho'a,noun,25
perbuatan,tatao,noun,25
perbuatan,madha j'ara,idiom,25
percaya,lèka,verb,25
percaya,parcaya,verb,25
percayakan,pangèd'u,verb,25
percuma,iia dara,adverb,25
perduli,pusi,verb,25
perempuan,bèni,noun,25
perempuan,bhèni,noun,25
perempuan,dhèu bhèni,noun,25
pergi,dhiu,verb,25
pergi,kako,verb,25
perhatian,madha-dhilu,idiom,25
perhatikan,nad'o,verb,25
perhatikan,ladhe-leru,verb,25
perhatikan,pangad'o,verb,25
perhatikan,nare dara,idiom,25
peribahasa,hini,noun,25
perilaku,kakako,noun,25
peringatkan,kai,verb,25
perintah,paredha,noun,25
perintah,paredha,verb,25
peristiwa,j'aj'aj'i,noun,25
periuk,èru,noun,25
perjalanan,kakako,noun,25
perjelas,pamèu,verb,25
perkara,lii langu,noun,25
perkara di dalam,dara èmu miu,idiom,25
perlu,pusi,verb,25
perlu,parluu,auxiliary,25
permisi,palangu,verb,25
permisi,palangu lii,verb,25
permulaan,kapua,noun,25
perpanjang,tuhu,verb,25
perpanjang,pamadhera,verb,25
perpecahan,mamae,noun,25
perpendek,pab'ab'e,verb,25
persalahkan,pasala,verb,25
persalahkan,galaa,verb,25
persetan,ai-hèb'a,idiom,25
persingkat,paca'èta,verb,25
persis,re,particle,25
pertama,uru,adverb,25
pertama,uuru,adverb,25
pertimbangan,dad'oo,noun,25
pertimbangkan,d'ara madhera,idiom,25
pertimbangkan,dara madhera,idiom,25
perumpamaan,ngangee madhera,idiom,26
perumpamaan,lii upama,noun,26
perut,kabake,noun,26
perut (rongga),d'èlu,noun,26
pesan,moa,verb,26
pesta,ra'a sisi,noun,26
pesta,tatao,noun,26
pesuruh,ana paj'uu-paleha,noun,26
peti,boaraka,noun,26
petik,g'ètu,verb,26
petik,puu,verb,26
petugas,ana paj'uu-paleha,noun,26
pikir,ngee,verb,26
pikir,kasere,verb,26
pikiran,ngangee,noun,26
pikul,dui,noun,26
pikul,d'ui,verb,26
pikul,jèru,verb,26
pikul,j'èru,verb,26
pikul (dgn bahu),pasae,verb,26
pilah,hag'e,verb,26
pinang,hènyi,noun,26
pindah,pidha,verb,26
pinggir,sebhe,noun,26
pinggir laut,sebhe dhasi,noun,26
pintar,mèu,verb,26
pintar,d'èlu-mèu,idiom,26
pintu,hèb'a,noun,26
pintu,hèb'a èmu,noun,26
pipi,ripi,noun,26
piring,pega,noun,26
"pisah, ber-",pacèri,verb,26
pisahkan,hag'e,verb,26
pisang,mu'u,noun,26
pisau,tud'i,noun,26
pisau taji,dhara,noun,26
plat,kabela,adjective,26
pohon,aj'u,noun,26
polos,mola-mola,adjective,26
potong,j'ue,verb,26
potong,kèj'i,verb,26
potong,pabab'e,verb,26
potong,pare,verb,26
potong,poro,verb,26
potong,roro,verb,26
potong,seru,verb,26
potong bicara,paca'èta,verb,26
potong bicara,poro,verb,26
prinsip,tate'a,noun,26
pro,ree,verb,26
propinsi,propensi,noun,26
protes,pakii,verb,26
puasa,puasa,verb,26
puja,koa-kio,verb,26
puji,koa-kio,verb,26
pukat,pèku,noun,26
pukul,hake,noun,26
pukul,abo,verb,26
pukul,dhedhe,verb,26
pukul,hake,verb,26
pukul,j'ubhu,verb,26
pukul,kalabhe,verb,26
pukul,tèba,verb,26
pukul,tèbe,verb,26
pukul,tuku,verb,26
pukul,tuku,verb,26
pukuli,game,verb,26
pulang,lèpa,verb,26
pulihkan,puri,verb,26
puluh,nguru,numeral,26
pun,kahèi,particle,26
-pun,sa,particle,26
puncak,kolo,noun,26
punggung,kabodho,noun,27
punya,unu,verb,27
pura-pura,sangaja,verb,27
puruk di dalam,moca,verb,27
pusaka,pusaka,noun,27
pusat,kapua,noun,27
pusing,madea,adjective,27
putar-balik,kapod'e-kabèli,verb,27
putar-balik,pakapod'e,verb,27
putih,pudhi,adjective,27
putus,ma'ète,verb,27
putus (perkara),j'ue,verb,27
putuskan,ma'ète,verb,27
putuskan,pa'ia,verb,27
putuskan,pama'èta,verb,27
putuskan,pama'ète,verb,27
raba,g'ag'e,verb,27
racun,raco,noun,27
raja,dhèu aae,noun,27
raja,dhèu aae,noun,27
rajin,maj'èni,adjective,27
rajin,d'èlu-mèu,idiom,27
rakyat,kaba rai,noun,27
rakyat,dhèu kaba rai,noun,27
ramas,pacèli,verb,27
rambut,rèu kètu,noun,27
rampas,parame more,verb,27
"rampas, baku",parame,verb,27
rangkak,rod'o,verb,27
rangkul,liku,verb,27
ranjang,koi,noun,27
rantai,rate,noun,27
rapi,mèci,verb,27
rasa,mamènyi,noun,27
rasa pahit,papèdu,noun,27
rasa sakit,rarii,noun,27
rasul,ana paj'uu-paleha,noun,27
rata,mera,adjective,27
ratakan,pamera,verb,27
ratakan,pamèu,verb,27
ratus,ngasu,numeral,27
raup,da'u,verb,27
rawat,leru,verb,27
rayap,rod'o,verb,27
rayuan,dadugu-rariu,noun,27
reaksi,capa,verb,27
rebus,nasu,verb,27
rebus air,pai,verb,27
reda,loe,verb,27
rekan,isi aanga,noun,27
remas,pacèli,verb,27
rendah,haha,adjective,27
rendahkan,pahaha,verb,27
rendahkan diri,roma iisi,verb,27
rendam,edhe,verb,27
renungkan,pajiko,verb,27
retih,siro-siro,noun,27
ribu,riho,numeral,27
ribut,maruru,verb,27
ribut,sagu,verb,27
ringan,sèma,adjective,28
rintis,adu-ue,verb,28
rintis jalan,bhoke j'ara,verb,28
robah,ub'a,verb,28
robek,mae,verb,28
robek,ciu,verb,28
robek,pamae,verb,28
roboh,guri,verb,28
robohkan,paguri,verb,28
roh,roh,noun,28
roh jahat,nidhu,noun,28
roh orang mati,nidhu,noun,28
rombongan,canau,noun,28
ronda,pasia,verb,28
rongga perahu,dara roa,noun,28
rongga perut,d'èlu,noun,28
rotan,gui,noun,28
roti,roti,noun,28
rumah,èmu,noun,28
rumah ibadat,èmu manèngi-mangaj'i,noun,28
rumah sembayang,èmu sabaj'a,noun,28
rumput,j'u'u,noun,28
runcing,riu,verb,28
"runding, ber-",padhue,verb,28
rupa,rèhu,noun,28
rupa,rohu,noun,28
rupa,rupa,noun,28
rusakkan,pakarehe,verb,28
rusakkan,pa'ele iie,verb,28
saat,rapa,conjunction,28
saat,ropa,conjunction,28
saat ini,deo ne'e,temporal,28
sabar,taleo,adjective,28
sabar,d'ara madhera,idiom,28
sabar,dara madhera,idiom,28
sabar,ngangee madhera,idiom,28
sabar menunggu,tatae,verb,28
sadap,èta,verb,28
sadar,mase'a,adjective,28
sahabat,angalai,noun,28
saja,di,particle,28
sakit,pèda,verb,28
sakit jiwa,huj'u,verb,28
"sakit, rasa",rarii,noun,28
"sakit, rasa",kabo'o,verb,28
saksi,sakasii,noun,28
salah,sigo,noun,28
salah,sala,verb,28
salah,sale,verb,28
salam,lii maho'o,noun,28
salami,tabe,verb,28
salib,palèbha,verb,28
"salin, ber-",nara iisi,verb,28
saling,pa,prefix,28
saling berbatas,patoo,verb,28
saling berkunjung,pad'elo dara hua iia,verb,28
saling berkutuk,pakatoo,verb,28
saling bertanya,pakarèi,verb,29
saling bertemu,patadha,verb,29
saling melawan,palab'a,verb,29
saling membantu,pad'elo dara hua iia,verb,29
saling memberitahu,papeka,verb,29
saling memukuli,pagama,verb,29
saling menyukai,padèi,verb,29
sama,sama,comparative,29
sama ke,sèmi,comparative,29
sama seperti,nuka,verb,29
sama-sama,bera-bera,verb,29
sama-sama,palere,verb,29
sama-sendiri,isi aanga,noun,29
sambung,tuhu,verb,29
sambut,soru,verb,29
sambut,maho'o,verb,29
sampah,maruru,noun,29
sampai,toke,preposition,29
sampai,toke dai,preposition,29
sampai,sange,verb,29
sampai,dai,conjunction,29
sampai di tanah,pa'oro,verb,29
sampan,ana kènii,noun,29
samping,karasa,noun,29
samping,sebhe,noun,29
sana,nèi,demonstrative,29
sandal,salapa,noun,29
sandaran hidup,maena,verb,29
sangat,seli,adverb,29
sangat,bia,adjective,29
sangat,dai,adverb,29
sangkar,rèda,noun,29
sapa,lii maho'o,noun,29
sapa,maho'o,verb,29
sapu,sasaku,noun,29
sapu,saku,verb,29
saput,dame,verb,29
saputangan,lesu,noun,29
sarang,rèda,noun,29
sarang laba-laba,gagèni,noun,29
sarung,rabhi,noun,29
sarung,seg'i,noun,29
sarung,sig'i,noun,29
sasando,sasadhu,noun,29
satu,èci,numeral,29
satu,ca,quantifier,29
satu ekor,ci'u,quantifier,29
satu kali,ca tèka,temporal,29
satu waktu,ca tèka,temporal,29
satu-satu,èci-èci,quantifier,29
satu persatu,èci-èci,quantifier,29
saudara laki-laki,ana mone,noun,29
saudara perempuan,ana hèni,noun,29
saudara-saudara,a'a-ari,noun,29
saudara-saudara,a'ari,noun,29
sawah,ma'are,noun,29
sawan,rèdha,verb,29
saya,cèku,pronoun,29
saya,ja'a,pronoun,29
saya,ku-,pronoun,29
saya,-ku,pronoun,29
saya,k-,pronoun,29
sayang,sasue,noun,29
"sayang, ke--an",pasue,adjective,29
sayangi,sue,verb,29
sayur,rèu aj'u,noun,29
se-,ca,quantifier,29
sebab,kapua,noun,29
sebab,lula,conjunction,29
sebab,nèti,preposition,29
sebagian,cahag'e,quantifier,29
sebaiknya,hua iia,conjunction,30
sebaiknya,hua iie,conjunction,30
sebar,paj'ala,verb,30
sebelah,bèka,noun,30
sebelah,cabèka,noun,30
sebelum,uru,adverb,30
sebelum,uuru,adverb,30
sebelumnya,mema,particle,30
sebentar malam,camèda,temporal,30
sebuah,cue,quantifier,30
sebut,ale,verb,30
secepatnya,mema,particle,30
sedang,dhu,particle,30
sedikit,ciki,quantifier,30
seekor,ci'u,quantifier,30
segera,dara lai-lai,adverb,30
segera,mema,particle,30
sehabat,anga,noun,30
sehat,be'a,adjective,30
sehat,mase'a,adjective,30
sehingga,sèna ka,conjunction,30
"sejahtera, ke--an",sasoda,noun,30
sejak,karèi,adverb,30
sejak,krèi,adverb,30
sekali,lao-lao,adverb,30
sekali,ood'e-ood'e,adverb,30
sekali,oo'e,quantifier,30
sekarang,deo ne'e,temporal,30
sekop,da'u,verb,30
selalu,mèda-mèu,noun,30
selalu,mèu-mèda,noun,30
selama,nare,preposition,30
selamatkan,patabuli,verb,30
selatan,balèu,noun,30
selesai,èle,verb,30
selimut tenun,sig'i-kalolo,noun,30
selisih,pasisu,verb,30
selubung,bhiri,verb,30
seluruh,mèu-mèu,adverb,30
seluruh,kateme,adjective,30
seluruh tempat,lème,noun,30
semakin,asa,preposition,30
semakin,hoe,adverb,30
semalan,camèda,temporal,30
sembah,mangaj'i,verb,30
sembarangan,ore,adverb,30
sembarangan,leli,verb,30
sembayang,sabae,verb,30
sembayang,sabaj'a,verb,30
sembayang,manèngi-mangaj'i,verb,30
sembelih,horo,verb,30
sembelih,kèj'i,verb,30
sembelih,poro,verb,30
sembelih,roro,verb,30
sembilan,ceo,numeral,30
sembuhkan,pa'èle,verb,30
sembunyikan,pahuni,verb,30
sempurna,kateme,adjective,30
sempurnakan,pamèci,verb,30
semua,mèu-mèu,adverb,30
semua,aa'i,quantifier,30
semua,aa'i-aa'i,quantifier,30
semut,kikidui,noun,30
senang,dèi,verb,30
senang,karae,adjective,30
senang,karej'e,adjective,30
senang,karej'e-karae,adjective,30
"senang, bekin",pakarej'e,verb,30
senar,dhari malebha,noun,30
sendiri,unu,verb,30
sendiri,mesa,quantifier,30
sendok,curu,noun,30
sengaja bekin tuli diri,pakatele,verb,30
sengsara,j'èra,verb,31
sengsara,mèda-mèu,noun,31
sengsarakan,paj'èra,verb,31
sengsarakan,mèu-mèda,noun,31
sengsarakan secara fisik,uku-kedi,idiom,31
"seni, air",èi soro èi,noun,31
senjata tajam,rèka,noun,31
sentak,rèbhi,verb,31
sentuh,gai,verb,31
sentuh,goi,verb,31
sentuh,g'ag'e,verb,31
sentuh,pagoi,verb,31
seolah-olah,karaka,adjective,31
sepak,katuju,verb,31
sepakat,rare lii èci,verb,31
sepakat,pare'a,verb,31
separuh,cahag'e,quantifier,31
sepatu,salapa,noun,31
seperti,sèmi,comparative,31
seperti,sènge,comparative,31
sepuluh,canguru,numeral,31
serahkan,pangèd'u,verb,31
seratus,cangasu,numeral,31
serdadu,sordadu,noun,31
seru,padhai,verb,31
sesak,seti,verb,31
sesak,paseti,verb,31
sesuai,pamèci,verb,31
sesuap,cahèba,noun,31
sesudah itu,èle èèna ka,conjunction,31
setan,nidhu,noun,31
setiap hari,bèli-bèli,temporal,31
setuju,ngètu,verb,31
sewa,seb'a,verb,31
SH,tuka parisa lii langu,noun,31
siang,mèu,noun,31
siang-malam,mèu-mèda,noun,31
siapa,cee,particle,31
siapkan,pa'èra,verb,31
sibuk,sibu,verb,31
sibuk-sibuk,tasib'u,verb,31
sibuk-sibuk,jau oba-oba,idiom,31
sifat,rupa,noun,31
siksa,uku-kedi,idiom,31
siku,hui si'u,noun,31
simpan,tèke,verb,31
sinagoge,èmu manèngi-mangaj'i,noun,31
singgah,dhuli,verb,31
singkong,sihu aj'u,noun,31
sini-sana,lai-lere,adverb,31
siram,cebe,verb,31
sisa,ate,verb,31
sisik,nanai,noun,31
sogok,palèke,verb,31
sombar,mamaho,noun,31
sombong,pabhèni,adjective,31
sombong,pamone,adjective,31
songsong,soru,verb,31
sopi,dhua ara,noun,31
sore,nihia,noun,31
sorong,j'ole,verb,31
sorong,soro,verb,31
sorong tangan,kanata,verb,31
spontan,capa,verb,31
suami,dhèu èmu,noun,31
suangi,uku,noun,31
suap,palèke,verb,31
suara,li,noun,31
suara,lii,noun,31
suatu,èci,numeral,31
subur,hèu mèngi,adjective,31
suci,mola-mèci,idiom,31
sudah,nare,verb,32
sudah,ka,complementizer,32
sudah,ele,particle,32
sudah,le,particle,32
sudut,kabicu,noun,32
suka,dale,verb,32
suka,dèi,verb,32
suka,neo,verb,32
sukacita,karej'e-karae,adjective,32
suku,suku,noun,32
suku,udhu-rasa,noun,32
suling,sakino,noun,32
sulit,carui,verb,32
"sulit, ke--an",sasusa,noun,32
sumber,kapua,noun,32
sumbur,sabhuu,verb,32
sumur,madha èi,noun,32
sumur kering,èi madhe,noun,32
sunat,bèka,verb,32
sungai,loko,noun,32
sungguh,tare'a,adjective,32
sungguh-sungguh,d'ara kateme,noun,32
sungguh-sungguh,mema,particle,32
supaya,ho,conjunction,32
supaya,sèna ka,conjunction,32
surat,sasuri,noun,32
suruh,pajuu,verb,32
suruh,pajuu-paleha,verb,32
suruh,paleha,verb,32
suruh,pua,verb,32
surut,dhasi mara,noun,32
susah,j'èra,verb,32
"susah, ke--an",sasusa,noun,32
susun,lalau,verb,32
susut,karuku,verb,32
syair,hini,noun,32
taat,madhutu,verb,32
tadah,kanate,noun,32
tadi,deo,demonstrative,32
tahan,kèpe,verb,32
tahanan,ana bèdho,noun,32
tahi,dhèi,noun,32
tahi,nda'i,noun,32
tahu,ne'a,verb,32
tahun,tèu,noun,32
tajam,mad'èka,adjective,32
"taji, pisau",dhara,noun,32
tak ada,aad'o,negation,32
tak ada,boe,negation,32
tak bergerak,kalau-karèto,verb,32
tak bergerak lagi,kalau,verb,32
tak berguna,samanga bho!,idiom,32
tak terduga,cag'ag'a,adverb,32
takaran,bia,noun,32
taksir,kasere,verb,32
takut,madha'u,verb,32
takut jatuh,mangingi,verb,32
tali,dhari,noun,32
tali perut,tanèi,noun,32
tambah,tabha,verb,32
tampakkan,padelo,verb,32
tampakkan,pad'elo,verb,32
tampar,tèba,verb,32
tampar,tèbe,verb,32
tampeleng,tèba,verb,32
tampeleng,tèbe,verb,32
tanah,rai,noun,33
tanah air,kaba rai,noun,33
tanah goyang,rai opo,verb,33
tanah luas,mamoo,noun,33
tanam,padhane,verb,33
tanam,sèla,verb,33
tanda,tadha,noun,33
tandakan,patadhe,verb,33
tangan,ai,noun,33
tangan,kacui-aai,noun,33
tangan,ka'ae,noun,33
tanggung,tago,verb,33
tanggung hidup,tago,verb,33
tangkap,kèpe,verb,33
tante,ina-nae,noun,33
tante,teto,noun,33
tanya,bari,verb,33
tanya,karèi,verb,33
"tari, men-",roge,verb,33
tarik,nuni,verb,33
tarik dgn paksa,rèbhi,verb,33
"taruh, ber-",patèka,verb,33
tas,rog'a,noun,33
tata cara,madha j'ara,idiom,33
tatap,kaloo,verb,33
tawar hati,d'ara roe,noun,33
tebus,sui,verb,33
teduh,marèngi,verb,33
teduh,mau,verb,33
tegur,kai,verb,33
teh,"èi pana, lihat: èi",noun,33
tekan,marèu,verb,33
tekun,maj'èni,adjective,33
telah,le,particle,33
telan,dhèle,verb,33
telapa kaki,kaba j'èla,noun,33
telapak,d'ara kacui aai,noun,33
telapak,kacui-aai,noun,33
telapak tangan,adhe-aai,noun,33
telinga,rèu dhilu,noun,33
teliti,patigi,verb,33
telur ayam,kanadhu manu,noun,33
teman,anga,noun,33
teman,angalai,noun,33
tembaga,tabaga,noun,33
tembak,kasiro,verb,33
"tembak, saling",pakasiro,verb,33
tembako,na'i,noun,33
tembok,tebho,noun,33
tembus,madhore,verb,33
tempa,tuku,verb,33
tempat,era,noun,33
tempat tidur,koi,noun,33
tempel,kalape,verb,33
tempurung,kaba,noun,33
tempurung,kabu huru,noun,33
tempurung kelapa,kabu nyiu,noun,33
tempurung lutut,kètu urutuu,noun,33
tenang,marèngi,verb,33
tenang,mau,verb,33
tenda,paleo,noun,33
tendang,katuju,verb,33
tengah,talora,noun,33
tengah sekali,talora aae,noun,33
tenggelam,molo,verb,33
tenggelam,cèna,verb,33
tenggelamkan,pacène,verb,33
tengkar,pabala,verb,33
"tengkar, ber-",patao,verb,33
tengking,jèke,verb,33
tentang,lula,preposition,33
tentang,lula nèti,preposition,33
tentang,nèti,preposition,33
tenun,manènu,verb,33
"tenun, selimut",sig'i-kalolo,noun,34
"tenun, selimut",haleo,verb,34
tepat,lèke,verb,34
tepat,tèka dara,verb,34
terakhir,limuri,adjective,34
terakhir,kahai,verb,34
terang,saraa,verb,34
terang,pasale,verb,34
